Id,Total
1000000US410510012014028,12
1000000US410510012014029,31
1000000US410510012021000,37
1000000US410510012021001,14
1000000US410510012021002,2
1000000US410510012021003,14
1000000US410510012021004,12
1000000US410510012021005,10
1000000US410510012021006,50
1000000US410510012021007,96
1000000US410510012021008,16
1000000US410510012021009,15
1000000US410510012021010,15
1000000US410510012021011,11
1000000US410510012021012,15
1000000US410510012021013,19
1000000US410510012021014,17
1000000US410510012021015,11
1000000US410510012021016,12
1000000US410510012021017,19
1000000US410510012021018,19
1000000US410510012021019,16
1000000US410510012021020,15
1000000US410510012021021,16
1000000US410510012021022,16
1000000US410510012021023,17
1000000US410510012021024,18
1000000US410510012021025,16
1000000US410510012021026,15
1000000US410510012021027,9
1000000US410510012021028,16
1000000US410510012022000,23
1000000US410510012022001,20
1000000US410510012022002,14
1000000US410510012022003,15
1000000US410510012022004,19
1000000US410510012022005,15
1000000US410510012022006,18
1000000US410510012022007,17
1000000US410510012022008,8
1000000US410510012022009,24
1000000US410510012022010,26
1000000US410510012022011,17
1000000US410510012022012,20
1000000US410510012022013,20
1000000US410510012022014,59
1000000US410510012022015,36
1000000US410510012022016,29
1000000US410510012022017,25
1000000US410510012022018,38
1000000US410510012022019,57
1000000US410510012022020,28
1000000US410510012022021,19
1000000US410510012022022,15
1000000US410510012023000,25
1000000US410510012023001,18
1000000US410510012023002,15
1000000US410510012023003,77
1000000US410510012023004,12
1000000US410510012023005,5
1000000US410510012023006,1
1000000US410510012023007,10
1000000US410510012023008,0
1000000US410510012023009,17
1000000US410510012023010,19
1000000US410510012023011,14
1000000US410510012023012,15
1000000US410510012023013,14
1000000US410510012023014,12
1000000US410510012023015,6
1000000US410510012023016,2
1000000US410510012023017,0
1000000US410510012023018,0
1000000US410510012023019,14
1000000US410510012023020,2
1000000US410510012023021,14
1000000US410510012023022,14
1000000US410510012023023,10
1000000US410510012023024,1
1000000US410510012023025,4
1000000US410510012023026,7
1000000US410510012023027,21
1000000US410510012023028,15
1000000US410510012023029,16
1000000US410510012023030,15
1000000US410510012023031,12
1000000US410510012023032,5
1000000US410510012023033,0
1000000US410510012023034,14
1000000US410510013011000,13
1000000US410510013011001,47
1000000US410510013011002,32
1000000US410510013011003,18
1000000US410510013011004,22
1000000US410510013011005,25
1000000US410510013011006,17
1000000US410510013011007,10
1000000US410510013011008,29
1000000US410510013011009,21
1000000US410510013011010,14
1000000US410510013011011,22
1000000US410510013011012,36
1000000US410510013011013,16
1000000US410510013011014,37
1000000US410510013011015,11
1000000US410510013011016,47
1000000US410510013011017,45
1000000US410510013012000,19
1000000US410510013012001,17
1000000US410510013012002,15
1000000US410510013012003,13
1000000US410510013012004,22
1000000US410510013012005,8
1000000US410510013012006,19
1000000US410510013012007,30
1000000US410510013012008,11
1000000US410510013012009,18
1000000US410510013012010,13
1000000US410510013012011,21
1000000US410510013012012,11
1000000US410510013012013,32
1000000US410510013012014,18
1000000US410510013012015,0
1000000US410510013012016,19
1000000US410510013012017,21
1000000US410510013012018,20
1000000US410510013013000,0
1000000US410510013013001,22
1000000US410510013013002,21
1000000US410510013013003,22
1000000US410510013013004,18
1000000US410510013013005,14
1000000US410510013013006,20
1000000US410510013013007,14
1000000US410510013013008,19
1000000US410510013013009,31
1000000US410510013013010,16
1000000US410510013013011,26
1000000US410510013013012,18
1000000US410510013013013,7
1000000US410510013013014,34
1000000US410510013013015,32
1000000US410510013013016,31
1000000US410510013013017,26
1000000US410510013013018,22
1000000US410510013013019,8
1000000US410510013013020,12
1000000US410510013014000,21
1000000US410510013014001,20
1000000US410510013014002,114
1000000US410510013014003,20
1000000US410510013014004,16
1000000US410510013014005,21
1000000US410510013014006,28
1000000US410510013014007,29
1000000US410510013014008,41
1000000US410510013014009,22
1000000US410510013014010,80
1000000US410510013014011,60
1000000US410510013014012,91
1000000US410510013014013,28
1000000US410510013014014,18
1000000US410510013014015,44
1000000US410510013014016,42
1000000US410510013014017,19
1000000US410510013014018,10
1000000US410510013014019,25
1000000US410510013014020,6
1000000US410510013021000,18
1000000US410510013021001,3
1000000US410510013021002,59
1000000US410510013021003,51
1000000US410510013021004,57
1000000US410510013021005,29
1000000US410510013021006,19
1000000US410510013021007,12
1000000US410510013021008,22
1000000US410510013021009,20
1000000US410510013021010,21
1000000US410510013021011,33
1000000US410510013021012,21
1000000US410510013021013,13
1000000US410510013022000,11
1000000US410510013022001,18
1000000US410510013022002,47
1000000US410510013022003,19
1000000US410510013022004,20
1000000US410510013022005,20
1000000US410510013022006,17
1000000US410510013022007,20
1000000US410510013022008,20
1000000US410510013022009,19
1000000US410510013022010,22
1000000US410510013022011,19
1000000US410510013022012,37
1000000US410510013022013,15
1000000US410510013022014,26
1000000US410510013022015,17
1000000US410510013022016,27
1000000US410510013022017,20
1000000US410510013022018,19
1000000US410510013022019,14
1000000US410510013023000,29
1000000US410510013023001,52
1000000US410510013023002,20
1000000US410510013023003,14
1000000US410510013023004,14
1000000US410510013023005,16
1000000US410510013023006,26
1000000US410510013023007,19
1000000US410510013023008,18
1000000US410510013023009,20
1000000US410510013023010,17
1000000US410510013023011,21
1000000US410510013023012,8
1000000US410510013023013,12
1000000US410510013023014,12
1000000US410510013023015,17
1000000US410510013023016,12
1000000US410510013023017,12
1000000US410510013023018,15
1000000US410510013023019,31
1000000US410510013023020,31
1000000US410510013023021,22
1000000US410510013023022,22
1000000US410510013023023,24
1000000US410510014001000,11
1000000US410510014001001,11
1000000US410510014001002,55
1000000US410510014001003,79
1000000US410510014001004,16
1000000US410510014001005,15
1000000US410510014001006,24
1000000US410510014001007,85
1000000US410510014001008,41
1000000US410510014001009,20
1000000US410510014001010,40
1000000US410510014001011,21
1000000US410510014001012,14
1000000US410510014001013,26
1000000US410510014001014,43
1000000US410510014001015,0
1000000US410510014001016,23
1000000US410510014001017,15
1000000US410510014001018,17
1000000US410510014001019,12
1000000US410510014001020,13
1000000US410510014002000,3
1000000US410510014002001,9
1000000US410510014002002,1
1000000US410510014002003,23
1000000US410510014002004,15
1000000US410510014002005,17
1000000US410510014002006,31
1000000US410510014002007,34
1000000US410510014002008,65
1000000US410510014002009,27
1000000US410510014002010,4
1000000US410510014002011,12
1000000US410510014002012,8
1000000US410510014002013,9
1000000US410510014002014,51
1000000US410510014002015,19
1000000US410510014002016,23
1000000US410510014002017,13
1000000US410510014002018,14
1000000US410510014002019,11
1000000US410510014002020,15
1000000US410510014002021,33
1000000US410510014002022,10
1000000US410510014002023,18
1000000US410510014002024,3
1000000US410510014002025,25
1000000US410510014002026,9
1000000US410510014002027,5
1000000US410510014003000,0
1000000US410510014003001,10
1000000US410510014003002,54
1000000US410510014003003,53
1000000US410510014003004,47
1000000US410510014003005,5
1000000US410510014003006,37
1000000US410510014003007,10
1000000US410510014003008,4
1000000US410510014003009,11
1000000US410510014003010,54
1000000US410510014003011,74
1000000US410510014003012,24
1000000US410510014003013,40
1000000US410510014003014,40
1000000US410510014003015,35
1000000US410510014003016,43
1000000US410510014003017,25
1000000US410510014003018,9
1000000US410510014003019,12
1000000US410510014004000,32
1000000US410510014004001,10
1000000US410510014004002,11
1000000US410510014004003,9
1000000US410510014004004,21
1000000US410510014004005,18
1000000US410510014004006,20
1000000US410510014004007,20
1000000US410510014004008,6
1000000US410510014004009,22
1000000US410510014004010,26
1000000US410510014004011,14
1000000US410510014004012,2
1000000US410510014004013,17
1000000US410510014004014,19
1000000US410510014004015,14
1000000US410510014004016,22
1000000US410510014004017,3
1000000US410510014004018,6
1000000US410510014005000,10
1000000US410510014005001,13
1000000US410510014005002,13
1000000US410510014005003,28
1000000US410510014005004,24
1000000US410510014005005,11
1000000US410510014005006,20
1000000US410510014005007,23
1000000US410510014005008,25
1000000US410510014005009,29
1000000US410510014005010,7
1000000US410510014005011,32
1000000US410510014005012,2
1000000US410510014005013,6
1000000US410510014005014,17
1000000US410510014005015,16
1000000US410510014005016,12
1000000US410510014005017,5
1000000US410510014005018,3
1000000US410510014005019,24
1000000US410510015001000,79
1000000US410510015001001,12
1000000US410510015001002,12
1000000US410510015001003,24
1000000US410510015001004,33
1000000US410510015001005,9
1000000US410510015001006,7
1000000US410510015001007,1
1000000US410510015001008,12
1000000US410510015001009,8
1000000US410510015001010,12
1000000US410510015001011,19
1000000US410510015001012,46
1000000US410510015001013,43
1000000US410510015001014,43
1000000US410510015001015,53
1000000US410510015001016,49
1000000US410510015001017,37
1000000US410510015001018,36
1000000US410510015001019,41
1000000US410510015001020,19
1000000US410510015001021,14
1000000US410510015002000,50
1000000US410510015002001,64
1000000US410510015002002,54
1000000US410510015002003,31
1000000US410510015002004,21
1000000US410510015002005,24
1000000US410510015002006,67
1000000US410510015002007,19
1000000US410510015002008,18
1000000US410510015002009,17
1000000US410510015002010,18
1000000US410510015002011,17
1000000US410510015002012,19
1000000US410510015002013,20
1000000US410510015002014,17
1000000US410510015003000,14
1000000US410510015003001,7
1000000US410510015003002,11
1000000US410510015003003,25
1000000US410510015003004,28
1000000US410510015003005,9
1000000US410510015003006,14
1000000US410510015003007,17
1000000US410510015003008,10
1000000US410510015003009,11
1000000US410510015003010,22
1000000US410510015003011,22
1000000US410510015003012,25
1000000US410510015003013,21
1000000US410510015003014,24
1000000US410510015003015,10
1000000US410510015003016,44
1000000US410510015003017,14
1000000US410510015003018,13
1000000US410510015003019,12
1000000US410510016011000,0
1000000US410510016011001,1
1000000US410510016011002,0
1000000US410510016011003,1
1000000US410510016011004,18
1000000US410510016011005,0
1000000US410510016011006,13
1000000US410510016011007,9
1000000US410510016011008,7
1000000US410510016011009,7
1000000US410510016011010,15
1000000US410510016011011,1
1000000US410510016011012,7
1000000US410510016011013,11
1000000US410510016011014,7
1000000US410510016011015,8
1000000US410510016011016,10
1000000US410510016011017,8
1000000US410510016011018,8
1000000US410510016011019,20
1000000US410510016011020,21
1000000US410510016011021,10
1000000US410510016011022,11
1000000US410510016011023,9
1000000US410510016011024,18
1000000US410510016011025,11
1000000US410510016011026,8
1000000US410510016011027,8
1000000US410510016011028,9
1000000US410510016011029,8
1000000US410510016011030,19
1000000US410510016011031,28
1000000US410510016011032,8
1000000US410510016011033,8
1000000US410510016011034,83
1000000US410510016011035,9
1000000US410510016011036,7
1000000US410510016011037,22
1000000US410510016012000,23
1000000US410510016012001,9
1000000US410510016012002,13
1000000US410510016012003,19
1000000US410510016012004,10
1000000US410510016012005,11
1000000US410510016012006,22
1000000US410510016012007,34
1000000US410510016012008,8
1000000US410510016012009,15
1000000US410510016012010,16
1000000US410510016012011,13
1000000US410510016012012,22
1000000US410510016012013,28
1000000US410510016012014,18
1000000US410510016012015,21
1000000US410510016012016,17
1000000US410510016012017,12
1000000US410510016012018,22
1000000US410510016012019,9
1000000US410510016012020,19
1000000US410510016012021,17
1000000US410510016013000,139
1000000US410510016013001,15
1000000US410510016013002,11
1000000US410510016013003,21
1000000US410510016013004,12
1000000US410510016013005,14
1000000US410510016013006,11
1000000US410510016013007,15
1000000US410510016013008,14
1000000US410510016013009,9
1000000US410510016013010,11
1000000US410510016013011,12
1000000US410510016013012,20
1000000US410510016013013,20
1000000US410510016013014,32
1000000US410510016013015,72
1000000US410510016013016,55
1000000US410510016013017,20
1000000US410510016013018,22
1000000US410510016013019,20
1000000US410510016014000,42
1000000US410510016014001,26
1000000US410510016014002,10
1000000US410510016014003,0
1000000US410510016014004,24
1000000US410510016014005,6
1000000US410510016014006,416
1000000US410510016014007,0
1000000US410510016014008,76
1000000US410510016014009,0
1000000US410510016014010,0
1000000US410510016014011,0
1000000US410510016014012,38
1000000US410510016014013,37
1000000US410510016015000,30
1000000US410510016015001,36
1000000US410510016015002,10
1000000US410510016015003,26
1000000US410510016015004,1
1000000US410510016015005,7
1000000US410510016015006,12
1000000US410510016015007,5
1000000US410510016015008,13
1000000US410510016015009,17
1000000US410510016015010,15
1000000US410510016015011,13
1000000US410510016015012,24
1000000US410510016015013,18
1000000US410510016015014,22
1000000US410510016015015,22
1000000US410510016015016,16
1000000US410510016015017,17
1000000US410510016015018,12
1000000US410510016015019,13
1000000US410510016015020,19
1000000US410510016016000,20
1000000US410510016016001,2
1000000US410510016016002,17
1000000US410510016016003,11
1000000US410510016016004,13
1000000US410510016016005,11
1000000US410510016016006,28
1000000US410510016016007,19
1000000US410510016016008,22
1000000US410510016016009,14
1000000US410510016016010,20
1000000US410510016016011,15
1000000US410510016016012,10
1000000US410510016016013,5
1000000US410510016016014,24
1000000US410510016016015,0
1000000US410510016016016,24
1000000US410510016016017,24
1000000US410510016016018,9
1000000US410510016016019,6
1000000US410510016016020,12
1000000US410510016016021,18
1000000US410510016016022,8
1000000US410510016021000,0
1000000US410510016021001,0
1000000US410510016021002,0
1000000US410510016021003,40
1000000US410510016021004,9
1000000US410510016021005,4
1000000US410510016021006,6
1000000US410510016021007,1
1000000US410510016021008,19
1000000US410510016021009,10
1000000US410510016021010,11
1000000US410510016021011,5
1000000US410510016021012,9
1000000US410510016021013,7
1000000US410510016021014,10
1000000US410510016021015,10
1000000US410510016021016,9
1000000US410510016021017,9
1000000US410510016021018,11
1000000US410510016021019,14
1000000US410510016021020,14
1000000US410510016021021,10
1000000US410510016021022,8
1000000US410510016021023,9
1000000US410510016021024,14
1000000US410510016021025,15
1000000US410510016021026,20
1000000US410510016021027,24
1000000US410510016021028,46
1000000US410510016021029,4
1000000US410510016021030,0
1000000US410510016021031,15
1000000US410510016021032,9
1000000US410510016021033,9
1000000US410510016021034,8
1000000US410510016021035,21
1000000US410510016022000,0
1000000US410510016022001,0
1000000US410510016022002,25
1000000US410510016022003,28
1000000US410510016022004,19
1000000US410510016022005,14
1000000US410510016022006,18
1000000US410510016022007,15
1000000US410510016022008,27
1000000US410510016022009,26
1000000US410510016022010,34
1000000US410510016022011,29
1000000US410510016022012,10
1000000US410510016022013,24
1000000US410510016022014,20
1000000US410510016022015,21
1000000US410510016022016,25
1000000US410510016022017,34
1000000US410510016022018,0
1000000US410510016022019,63
1000000US410510016022020,16
1000000US410510016023000,24
1000000US410510016023001,13
1000000US410510016023002,32
1000000US410510016023003,34
1000000US410510016023004,12
1000000US410510016023005,25
1000000US410510016023006,24
1000000US410510016023007,19
1000000US410510016023008,21
1000000US410510016023009,87
1000000US410510016023010,37
1000000US410510016023011,50
1000000US410510016023012,67
1000000US410510016023013,42
1000000US410510016023014,31
1000000US410510016023015,25
1000000US410510016024000,17
1000000US410510016024001,18
1000000US410510016024002,17
1000000US410510016024003,6
1000000US410510016024004,29
1000000US410510016024005,25
1000000US410510016024006,24
1000000US410510016024007,17
1000000US410510016024008,16
1000000US410510016024009,18
1000000US410510016024010,27
1000000US410510016024011,24
1000000US410510016024012,21
1000000US410510016024013,5
1000000US410510016024014,7
1000000US410510016024015,20
1000000US410510016024016,21
1000000US410510016024017,18
1000000US410510016024018,19
1000000US410510017011000,0
1000000US410510017011001,0
1000000US410510017011002,0
1000000US410510017011003,0
1000000US410510017011004,11
1000000US410510017011005,35
1000000US410510017011006,30
1000000US410510017011007,28
1000000US410510017011008,11
1000000US410510017011009,8
1000000US410510017011010,8
1000000US410510017011011,9
1000000US410510017011012,5
1000000US410510017011013,0
1000000US410510017011014,15
1000000US410510017011015,16
1000000US410510017011016,16
1000000US410510017011017,16
1000000US410510017011018,16
1000000US410510017011019,16
1000000US410510017011020,4
1000000US410510017011021,0
1000000US410510017011022,0
1000000US410510017011023,0
1000000US410510017011024,15
1000000US410510017011025,0
1000000US410510017011026,4
1000000US410510017012000,14
1000000US410510017012001,17
1000000US410510017012002,17
1000000US410510017012003,18
1000000US410510017012004,13
1000000US410510017012005,28
1000000US410510017012006,14
1000000US410510017012007,15
1000000US410510017012008,16
1000000US410510017012009,17
1000000US410510017012010,11
1000000US410510017012011,13
1000000US410510017012012,8
1000000US410510017012013,28
1000000US410510017012014,12
1000000US410510017012015,19
1000000US410510017012016,8
1000000US410510017012017,8
1000000US410510017012018,23
1000000US410510017012019,23
1000000US410510017012020,29
1000000US410510017012021,58
1000000US410510017012022,14
1000000US410510017012023,41
1000000US410510017012024,39
1000000US410510017012025,38
1000000US410510017012026,19
1000000US410510017012027,7
1000000US410510017012028,9
1000000US410510017013000,15
1000000US410510017013001,2
1000000US410510017013002,21
1000000US410510017013003,23
1000000US410510017013004,22
1000000US410510017013005,31
1000000US410510017013006,11
1000000US410510017013007,26
1000000US410510017013008,30
1000000US410510017013009,35
1000000US410510017013010,30
1000000US410510017013011,23
1000000US410510017013012,15
1000000US410510017013013,31
1000000US410510017013014,19
1000000US410510017014000,5
1000000US410510017014001,43
1000000US410510017014002,29
1000000US410510017014003,24
1000000US410510017014004,46
1000000US410510017014005,24
1000000US410510017014006,22
1000000US410510017014007,7
1000000US410510017014008,7
1000000US410510017014009,11
1000000US410510017014010,14
1000000US410510017014011,13
1000000US410510017014012,1
1000000US410510017014013,6
1000000US410510017014014,6
1000000US410510017014015,14
1000000US410510017014016,14
1000000US410510017014017,12
1000000US410510017014018,15
1000000US410510017014019,24
1000000US410510017014020,17
1000000US410510017014021,11
1000000US410510017014022,0
1000000US410510017015000,19
1000000US410510017015001,26
1000000US410510017015002,21
1000000US410510017015003,8
1000000US410510017015004,16
1000000US410510017015005,14
1000000US410510017015006,11
1000000US410510017015007,15
1000000US410510017015008,15
1000000US410510017015009,14
1000000US410510017015010,14
1000000US410510017015011,13
1000000US410510017015012,19
1000000US410510017015013,25
1000000US410510017015014,20
1000000US410510017015015,13
1000000US410510017015016,13
1000000US410510017015017,12
1000000US410510017015018,12
1000000US410510017015019,9
1000000US410510017015020,12
1000000US410510017015021,19
1000000US410510017015022,27
1000000US410510017015023,63
1000000US410510017015024,44
1000000US410510017015025,24
1000000US410510017016000,37
1000000US410510017016001,13
1000000US410510017016002,20
1000000US410510017016003,15
1000000US410510017016004,15
1000000US410510017016005,15
1000000US410510017016006,12
1000000US410510017016007,13
1000000US410510017016008,16
1000000US410510017016009,21
1000000US410510017016010,31
1000000US410510017016011,24
1000000US410510017016012,14
1000000US410510017016013,12
1000000US410510017016014,20
1000000US410510017016015,23
1000000US410510017016016,14
1000000US410510017017000,0
1000000US410510017017001,0
1000000US410510017017002,13
1000000US410510017017003,30
1000000US410510017017004,0
1000000US410510017017005,16
1000000US410510017017006,17
1000000US410510017017007,9
1000000US410510017017008,43
1000000US410510017017009,1
1000000US410510017017010,12
1000000US410510017017011,8
1000000US410510017017012,9
1000000US410510017017013,21
1000000US410510017017014,4
1000000US410510017017015,0
1000000US410510017017016,123
1000000US410510017017017,0
1000000US410510017017018,19
1000000US410510017017019,16
1000000US410510017017020,18
1000000US410510017017021,17
1000000US410510017017022,16
1000000US410510017017023,16
1000000US410510017017024,15
1000000US410510017017025,13
1000000US410510017017026,86
1000000US410510017017027,22
1000000US410510017017028,18
1000000US410510017017029,15
1000000US410510017017030,0
1000000US410510017017031,0
1000000US410510017021000,0
1000000US410510017021001,0
1000000US410510017021002,0
1000000US410510017021003,0
1000000US410510017021004,0
1000000US410510017021005,0
1000000US410510017021006,0
1000000US410510017021007,45
1000000US410510017021008,0
1000000US410510017021009,17
1000000US410510017021010,22
1000000US410510017021011,22
1000000US410510017021012,26
1000000US410510017021013,72
1000000US410510017021014,47
1000000US410510017021015,37
1000000US410510017021016,93
1000000US410510017021017,33
1000000US410510017021018,8
1000000US410510017021019,0
1000000US410510017021020,0
1000000US410510017021021,27
1000000US410510017021022,33
1000000US410510017021023,32
1000000US410510017021024,21
1000000US410510017021025,85
1000000US410510017021026,24
1000000US410510017021027,14
1000000US410510017021028,8
1000000US410510017021029,2
1000000US410510017021030,10
1000000US410510017021031,8
1000000US410510017021032,8
1000000US410510017021033,0
1000000US410510017021034,0
1000000US410510017021035,2
1000000US410510017021036,0
1000000US410510017022000,22
1000000US410510017022001,16
1000000US410510017022002,13
1000000US410510017022003,0
1000000US410510017022004,16
1000000US410510017022005,11
1000000US410510017022006,8
1000000US410510017022007,20
1000000US410510017022008,25
1000000US410510017022009,12
1000000US410510017022010,12
1000000US410510017022011,23
1000000US410510017022012,0
1000000US410510017022013,28
1000000US410510017022014,18
1000000US410510017022015,31
1000000US410510017022016,14
1000000US410510017022017,7
1000000US410510017022018,9
1000000US410510017022019,14
1000000US410510017022020,14
1000000US410510017022021,7
1000000US410510017022022,1
1000000US410510017022023,4
1000000US410510017022024,29
1000000US410510017022025,8
1000000US410510017022026,7
1000000US410510017022027,0
1000000US410510017023000,57
1000000US410510017023001,2
1000000US410510017023002,1
1000000US410510017023003,12
1000000US410510017023004,1
1000000US410510017023005,0
1000000US410510017023006,11
1000000US410510017023007,16
1000000US410510017023008,15
1000000US410510017023009,22
1000000US410510017023010,18
1000000US410510017023011,17
1000000US410510017023012,22
1000000US410510017023013,10
1000000US410510017023014,10
1000000US410510017023015,34
1000000US410510017023016,18
1000000US410510017023017,23
1000000US410510017023018,22
1000000US410510017023019,15
1000000US410510017023020,14
1000000US410510017023021,10
1000000US410510017023022,11
1000000US410510017023023,11
1000000US410510017023024,13
1000000US410510017023025,17
1000000US410510017023026,14
1000000US410510017023027,11
1000000US410510017023028,17
1000000US410510017023029,3
1000000US410510017023030,13
1000000US410510017023031,10
1000000US410510017023032,11
1000000US410510017023033,14
1000000US410510018011000,0
1000000US410510018011001,0
1000000US410510018011002,0
1000000US410510018011003,0
1000000US410510018011004,0
1000000US410510018011005,0
1000000US410510018011006,0
1000000US410510018011007,4
1000000US410510018011008,22
1000000US410510018011009,17
1000000US410510018011010,19
1000000US410510018011011,0
1000000US410510018011012,172
1000000US410510018011013,60
1000000US410510018011014,0
1000000US410510018011015,50
1000000US410510018011016,0
1000000US410510018011017,16
1000000US410510018011018,26
1000000US410510018011019,0
1000000US410510018011020,22
1000000US410510018011021,27
1000000US410510018011022,16
1000000US410510018011023,16
1000000US410510018011024,18
1000000US410510018011025,23
1000000US410510018011026,7
1000000US410510018011027,14
1000000US410510018011028,17
1000000US410510018011029,82
1000000US410510018011030,0
1000000US410510018011031,13
1000000US410510018012000,5
1000000US410510018012001,10
1000000US410510018012002,18
1000000US410510018012003,10
1000000US410510018012004,47
1000000US410510018012005,24
1000000US410510018012006,54
1000000US410510018012007,40
1000000US410510018012008,14
1000000US410510018012009,26
1000000US410510018012010,104
1000000US410510018012011,24
1000000US410510018012012,22
1000000US410510018012013,16
1000000US410510018012014,13
1000000US410510018012015,29
1000000US410510018012016,28
1000000US410510018012017,15
1000000US410510018012018,12
1000000US410510018012019,48
1000000US410510018012020,71
1000000US410510018012021,30
1000000US410510018012022,19
1000000US410510018013000,13
1000000US410510018013001,12
1000000US410510018013002,46
1000000US410510018013003,5
1000000US410510018013004,24
1000000US410510018013005,0
1000000US410510018013006,0
1000000US410510018013007,0
1000000US410510018013008,0
1000000US410510018013009,0
1000000US410510018013010,0
1000000US410510018013011,0
1000000US410510018013012,0
1000000US410510018013013,90
1000000US410510018013014,18
1000000US410510018013015,13
1000000US410510018013016,21
1000000US410510018013017,17
1000000US410510018013018,24
1000000US410510018013019,35
1000000US410510018013020,27
1000000US410510018013021,19
1000000US410510018013022,15
1000000US410510018013023,12
1000000US410510018013024,10
1000000US410510018013025,8
1000000US410510018013026,39
1000000US410510018013027,8
1000000US410510018013028,12
1000000US410510018013029,17
1000000US410510018013030,17
1000000US410510018013031,18
1000000US410510018013032,64
1000000US410510018013033,12
1000000US410510018013034,13
1000000US410510018013035,12
1000000US410510018013036,9
1000000US410510018013037,6
1000000US410510018013038,14
1000000US410510018013039,11
1000000US410510018013040,34
1000000US410510018013041,24
1000000US410510018013042,27
1000000US410510018021000,59
1000000US410510018021001,18
1000000US410510018021002,28
1000000US410510018021003,24
1000000US410510018021004,15
1000000US410510018021005,101
1000000US410510018021006,39
1000000US410510018021007,33
1000000US410510018021008,7
1000000US410510018021009,0
1000000US410510018021010,108
1000000US410510018021011,74
1000000US410510018021012,103
1000000US410510018021013,27
1000000US410510018021014,43
1000000US410510018021015,55
1000000US410510018021016,3
1000000US410510018021017,24
1000000US410510018021018,18
1000000US410510018021019,24
1000000US410510018021020,38
1000000US410510018021021,23
1000000US410510018021022,24
1000000US410510018021023,27
1000000US410510018021024,26
1000000US410510018021025,33
1000000US410510018021026,4
1000000US410510018021027,23
1000000US410510018022000,48
1000000US410510018022001,53
1000000US410510018022002,108
1000000US410510018022003,45
1000000US410510018022004,11
1000000US410510018022005,14
1000000US410510018022006,43
1000000US410510018022007,15
1000000US410510018022008,22
1000000US410510018022009,56
1000000US410510018022010,25
1000000US410510018022011,22
1000000US410510018022012,17
1000000US410510018022013,15
1000000US410510018022014,18
1000000US410510018022015,42
1000000US410510018022016,12
1000000US410510018022017,16
1000000US410510018022018,13
1000000US410510018022019,1
1000000US410510018022020,4
1000000US410510018022021,9
1000000US410510018022022,28
1000000US410510018022023,7
1000000US410510018022024,2
1000000US410510019001000,0
1000000US410510019001001,0
1000000US410510019001002,0
1000000US410510019001003,0
1000000US410510019001004,0
1000000US410510019001005,105
1000000US410510019001006,0
1000000US410510019001007,18
1000000US410510019001008,19
1000000US410510019001009,16
1000000US410510019001010,32
1000000US410510019001011,29
1000000US410510019001012,23
1000000US410510019001013,26
1000000US410510019001014,0
1000000US410510019001015,20
1000000US410510019001016,24
1000000US410510019001017,18
1000000US410510019001018,21
1000000US410510019001019,16
1000000US410510019001020,14
1000000US410510019001021,8
1000000US410510019001022,17
1000000US410510019001023,22
1000000US410510019001024,17
1000000US410510019001025,15
1000000US410510019001026,0
1000000US410510019001027,40
1000000US410510019001028,14
1000000US410510019001029,28
1000000US410510019001030,0
1000000US410510019001031,17
1000000US410510019001032,0
1000000US410510019001033,0
1000000US410510019002000,14
1000000US410510019002001,24
1000000US410510019002002,14
1000000US410510019002003,15
1000000US410510019002004,20
1000000US410510019002005,13
1000000US410510019002006,9
1000000US410510019002007,16
1000000US410510019002008,21
1000000US410510019002009,12
1000000US410510019002010,17
1000000US410510019002011,18
1000000US410510019002012,6
1000000US410510019002013,14
1000000US410510019002014,28
1000000US410510019002015,14
1000000US410510019002016,13
1000000US410510019002017,29
1000000US410510019002018,24
1000000US410510019002019,25
1000000US410510019002020,26
1000000US410510019002021,27
1000000US410510019002022,12
1000000US410510019002023,11
1000000US410510019002024,11
1000000US410510019002025,14
1000000US410510019003000,0
1000000US410510019003001,16
1000000US410510019003002,10
1000000US410510019003003,15
1000000US410510019003004,15
1000000US410510019003005,16
1000000US410510019003006,12
1000000US410510019003007,14
1000000US410510019003008,6
1000000US410510019003009,26
1000000US410510019003010,18
1000000US410510019003011,15
1000000US410510019003012,11
1000000US410510019003013,20
1000000US410510019003014,25
1000000US410510019003015,21
1000000US410510019003016,13
1000000US410510019003017,13
1000000US410510019003018,23
1000000US410510019003019,20
1000000US410510019003020,14
1000000US410510019003021,19
1000000US410510019003022,25
1000000US410510019003023,2
1000000US410510019003024,0
1000000US410510019003025,20
1000000US410510019003026,20
1000000US410510019003027,0
1000000US410510019004000,0
1000000US410510019004001,0
1000000US410510019004002,0
1000000US410510019004003,0
1000000US410510019004004,0
1000000US410510019004005,9
1000000US410510019004006,0
1000000US410510019004007,12
1000000US410510019004008,2
1000000US410510019004009,8
1000000US410510019004010,7
1000000US410510019004011,15
1000000US410510019004012,21
1000000US410510019004013,8
1000000US410510019004014,16
1000000US410510019004015,12
1000000US410510019004016,0
1000000US410510019004017,8
1000000US410510019004018,15
1000000US410510019004019,17
1000000US410510019004020,26
1000000US410510019004021,17
1000000US410510019004022,8
1000000US410510019004023,16
1000000US410510019004024,5
1000000US410510019004025,26
1000000US410510019004026,20
1000000US410510019004027,26
1000000US410510019004028,21
1000000US410510019004029,7
1000000US410510019004030,22
1000000US410510019004031,21
1000000US410510019004032,22
1000000US410510019004033,16
1000000US410510019004034,18
1000000US410510019004035,11
1000000US410510019004036,11
1000000US410510019004037,16
